순번,행정구역(구),행정구역(동),지번,교차로,구분,용도
3744,흥덕구,복대동,3101도,복대중3,차량등,일반신호등
3745,흥덕구,복대동,3101도,복대중3,차량등,일반신호등
3746,흥덕구,복대동,3101도,복대중3,차량등,일반신호등
3747,흥덕구,복대동,3108도,증안초교4,차량등,일반신호등
3748,흥덕구,복대동,3108도,복대아름다운나날3,차량등,일반신호등
3749,흥덕구,복대동,3108도,복대아름다운나날3,차량등,일반신호등
3750,흥덕구,복대동,3108도,복대아름다운나날3,차량등,일반신호등
3751,흥덕구,복대동,3108도,복대아름다운나날3,차량등,일반신호등
3752,흥덕구,복대동,3108도,복대아름다운나날3,차량등,일반신호등
3753,흥덕구,복대동,3108도,복대아름다운나날3,차량등,일반신호등
3754,흥덕구,복대동,3101도,복대중3,보행등,일반신호등
3755,흥덕구,복대동,3101도,복대중3,보행등,일반신호등
3756,흥덕구,복대동,266-2도,기상대4,보행등,일반신호등
3757,흥덕구,복대동,266-2도,기상대4,보행등,일반신호등
3758,흥덕구,복대동,265-18도,기상대4,보행등,일반신호등
3759,흥덕구,복대동,산6-2임,기상대4,보행등,일반신호등
3760,흥덕구,복대동,266-2도,기상대4,차량등,일반신호등
3761,흥덕구,복대동,265-18도,기상대4,차량등,일반신호등
3762,흥덕구,복대동,266-2도,기상대4,차량등,일반신호등
3763,흥덕구,복대동,265-18도,기상대4,차량등,일반신호등
3764,흥덕구,복대동,265-18도,기상대4,보행등,일반신호등
3765,흥덕구,복대동,265-18도,기상대4,차량등,일반신호등
3766,흥덕구,복대동,266-2도,기상대4,보행등,일반신호등
3767,흥덕구,복대동,266-2도,기상대4,차량등,일반신호등
3768,흥덕구,복대동,230-2 도,기상대4,보행등,일반신호등
3769,흥덕구,복대동,265-18도,기상대4,보행등,일반신호등
3770,흥덕구,복대동,266-2도,기상대4,차량등,일반신호등
3771,흥덕구,복대동,265-18도,기상대4,차량등,일반신호등
3772,흥덕구,복대동,산6-2임,기상대4,차량등,일반신호등
3773,흥덕구,복대동,산6-2임,기상대4,차량등,일반신호등
3774,흥덕구,복대동,산6-2임,기상대4,차량등,일반신호등
3775,흥덕구,복대동,3358도,서청주우체국4,보행등,일반신호등
3776,흥덕구,복대동,3103도,하복대교4,보행등,일반신호등
3777,흥덕구,복대동,3103도,하복대교4,보행등,일반신호등
3778,흥덕구,복대동,3365 도,하복대교4,차량등,일반신호등
3779,흥덕구,복대동,3365 도,하복대교4,차량등,일반신호등
3780,흥덕구,복대동,3103도,하복대교4,차량등,일반신호등
3781,흥덕구,복대동,3103도,하복대교4,차량등,일반신호등
3782,흥덕구,복대동,3103도,하복대교4,차량등,일반신호등
3783,흥덕구,복대동,3103도,하복대교4,보행등,일반신호등
3784,흥덕구,복대동,3103도,하복대교4,보행등,일반신호등
3785,흥덕구,복대동,3103도,하복대교4,차량등,일반신호등
3786,흥덕구,복대동,3103도,하복대교4,차량등,일반신호등
3787,흥덕구,복대동,3103도,하복대교4,차량등,일반신호등
3788,흥덕구,복대동,3104o,하복대교4,보행등,일반신호등
3789,흥덕구,복대동,3104o,하복대교4,보행등,일반신호등
3790,흥덕구,복대동,3103도,하복대교4,차량등,일반신호등
3791,흥덕구,복대동,3103도,하복대교4,차량등,일반신호등
3792,흥덕구,복대동,3365 도,하복대교4,보행등,일반신호등
3793,흥덕구,복대동,3365 도,하복대교4,보행등,일반신호등
3794,흥덕구,복대동,3103도,대우자동차학원(단),보행등,일반신호등
3795,흥덕구,복대동,3103도,대우자동차학원(단),보행등,일반신호등
3796,흥덕구,복대동,3103도,대우자동차학원(단),차량등,일반신호등
3797,흥덕구,복대동,3103도,대우자동차학원(단),차량등,일반신호등
3798,흥덕구,복대동,3103도,대우자동차학원(단),차량등,일반신호등
3799,흥덕구,복대동,3102도,비하주유소3,보행등,일반신호등
3800,흥덕구,복대동,3102도,비하주유소3,보행등,일반신호등
3801,흥덕구,송정동,140-14 도,대원모방4,차량등,일반신호등
3802,흥덕구,송정동,1-48 도,대원모방4,보행등,일반신호등
3803,흥덕구,송정동,1-48 도,대원모방4,보행등,일반신호등
3804,흥덕구,송정동,1-48 도,대원모방4,차량등,일반신호등
3805,흥덕구,송정동,249-4도,대원모방4,보행등,일반신호등
3806,흥덕구,송정동,1-48 도,대원모방4,차량등,일반신호등
3807,흥덕구,송정동,140-14 도,대원모방4,차량등,일반신호등
3808,흥덕구,송정동,140-37 도,솔밭공원4,차량등,일반신호등
3809,흥덕구,송정동,140-37 도,솔밭공원4,차량등,일반신호등
3810,흥덕구,송정동,140-37 도,솔밭공원4,차량등,일반신호등
3811,흥덕구,송정동,140-37 도,솔밭공원4,차량등,일반신호등
3812,흥덕구,송정동,140-37 도,솔밭공원4,차량등,일반신호등
3813,흥덕구,송정동,140-37 도,솔밭공원4,차량등,일반신호등
3814,흥덕구,송정동,140-37 도,솔밭공원4,차량등,일반신호등
3815,흥덕구,송정동,140-37 도,솔밭공원4,차량등,일반신호등
3816,흥덕구,향정동,36-2도,하이닉스3공장3,차량등,일반신호등
3817,흥덕구,향정동,36-2도,하이닉스3공장3,차량등,일반신호등
3818,흥덕구,향정동,36-2도,하이닉스3공장3,차량등,일반신호등
3819,흥덕구,비하동,356 도,서청주교4,차량등,일반신호등
3820,흥덕구,비하동,356 도,서청주교4,보행등,일반신호등
3821,흥덕구,비하동,356 도,서청주교4,차량등,일반신호등
3822,흥덕구,비하동,614-8o,서청주교4,보행등,일반신호등
3823,흥덕구,비하동,614-8o,서청주교4,보행등,일반신호등
3824,흥덕구,송정동,140-14 도,,경보등,일반신호등
3825,흥덕구,송정동,140-14 도,,경보등,일반신호등
3826,흥덕구,향정동,9-3 도,송정동LG화학3,보행등,일반신호등
3827,흥덕구,향정동,9-3 도,송정동LG화학3,보행등,일반신호등
3828,흥덕구,향정동,9-3 도,송정동LG화학3,보행등,일반신호등
3829,흥덕구,향정동,9-3 도,송정동LG화학3,차량등,일반신호등
3830,흥덕구,향정동,9-3 도,송정동LG화학3,차량등,일반신호등
3831,흥덕구,향정동,9-3 도,송정동LG화학3,차량등,일반신호등
3832,흥덕구,향정동,9-3 도,송정동LG화학3,차량등,일반신호등
3833,흥덕구,향정동,9-3 도,송정동LG화학3,차량등,일반신호등
3834,흥덕구,향정동,9-13도,송정동LG화학3,보행등,일반신호등
3835,흥덕구,향정동,9-3 도,송정동LG화학3,차량등,일반신호등
3836,흥덕구,향정동,9-3 도,송정동LG화학3,차량등,일반신호등
3837,흥덕구,향정동,9-3 도,송정동LG화학3,차량등,일반신호등
3838,흥덕구,송절동,419-8도,도시가스3,차량등,일반신호등
3839,흥덕구,송절동,419-8도,도시가스3,차량등,일반신호등
3840,흥덕구,송절동,419-8도,도시가스3,차량등,일반신호등
3841,흥덕구,송절동,419-8도,도시가스3,차량등,일반신호등
3842,흥덕구,송절동,419-8도,도시가스3,보행등,일반신호등
3843,흥덕구,송절동,419-8도,도시가스3,보행등,일반신호등
3844,흥덕구,송절동,419-8도,도시가스3,차량등,일반신호등
3845,흥덕구,송절동,419-8도,도시가스3,차량등,일반신호등
3846,흥덕구,송절동,419-8도,도시가스3,차량등,일반신호등
3847,흥덕구,송절동,419-8도,도시가스3,차량등,일반신호등
3848,흥덕구,화계동,39도,도시가스3,보행등,일반신호등
3849,흥덕구,화계동,39도,도시가스3,차량등,일반신호등
3850,흥덕구,화계동,39도,도시가스3,차량등,일반신호등
3851,흥덕구,화계동,39도,도시가스3,차량등,일반신호등
3852,흥덕구,화계동,37-15도,도시가스3,차량등,일반신호등
3853,흥덕구,화계동,37-15도,도시가스3,차량등,일반신호등
3854,흥덕구,화계동,37-15도,도시가스3,차량등,일반신호등
3855,흥덕구,송절동,419-8도,도시가스3,보행등,일반신호등
3856,흥덕구,송절동,419-8도,도시가스3,보행등,일반신호등
3857,흥덕구,화계동,39도,도시가스3,보행등,일반신호등
3858,흥덕구,화계동,37-15도,도시가스3,차량등,일반신호등
3859,흥덕구,화계동,37-15도,도시가스3,차량등,일반신호등
3860,흥덕구,복대동,966도,산업단지6,보행등,일반신호등
3861,흥덕구,복대동,966도,산업단지6,보행등,일반신호등
3862,흥덕구,복대동,966도,산업단지6,차량등,일반신호등
3863,흥덕구,복대동,966도,산업단지6,차량등,일반신호등
3864,흥덕구,복대동,966도,산업단지6,차량등,일반신호등
3865,흥덕구,송정동,1-25장,정식품4,보행등,일반신호등
3866,흥덕구,송정동,161도,정식품4,차량등,일반신호등
3867,흥덕구,송정동,1-43도,코스모4,차량등,일반신호등
3868,흥덕구,송정동,1-43도,코스모4,차량등,일반신호등
3869,흥덕구,송정동,1-43도,코스모4,보행등,일반신호등
3870,흥덕구,송정동,1-43도,코스모4,보행등,일반신호등
3871,흥덕구,송정동,161도,코스모4,보행등,일반신호등
3872,흥덕구,송정동,161도,코스모4,보행등,일반신호등
3873,흥덕구,복대동,966도,산업단지6,차량등,일반신호등
3874,흥덕구,복대동,966도,산업단지6,차량등,일반신호등
3875,흥덕구,복대동,966도,산업단지6,보행등,일반신호등
3876,흥덕구,복대동,114-1도,산업단지6,차량등,일반신호등
3877,흥덕구,복대동,114-1도,산업단지6,차량등,일반신호등
3878,흥덕구,복대동,966도,산업단지6,차량등,일반신호등
3879,흥덕구,복대동,966도,산업단지6,차량등,일반신호등
3880,흥덕구,복대동,966도,산업단지6,차량등,일반신호등
3881,흥덕구,복대동,966도,산업단지6,차량등,일반신호등
3882,흥덕구,복대동,966도,산업단지6,차량등,일반신호등
3883,흥덕구,복대동,966도,산업단지6,차량등,일반신호등
3884,흥덕구,복대동,112-1답,산업단지6,보행등,일반신호등
3885,흥덕구,복대동,966도,산업단지6,보행등,일반신호등
3886,흥덕구,복대동,966도,산업단지6,보행등,일반신호등
3887,흥덕구,복대동,111도,산업단지6,보행등,일반신호등
3888,흥덕구,복대동,111도,산업단지6,보행등,일반신호등
3889,흥덕구,복대동,111도,산업단지6,차량등,일반신호등
3890,흥덕구,송정동,53-8장,기능대4,보행등,일반신호등
3891,흥덕구,송정동,161도,코스모4,보행등,일반신호등
3892,흥덕구,송정동,161도,코스모4,보행등,일반신호등
3893,흥덕구,송정동,161도,코스모4,차량등,일반신호등
3894,흥덕구,송정동,161도,코스모4,차량등,일반신호등
3895,흥덕구,송정동,161도,코스모4,차량등,일반신호등
3896,흥덕구,송정동,161도,코스모4,차량등,일반신호등
3897,흥덕구,송정동,161도,코스모4,보행등,일반신호등
3898,흥덕구,송정동,161도,코스모4,보행등,일반신호등
3899,흥덕구,송정동,161도,코스모4,차량등,일반신호등
3900,흥덕구,송정동,161도,코스모4,차량등,일반신호등
3901,흥덕구,서촌동,523-15도,예정농원3,차량등,일반신호등
3902,흥덕구,서촌동,523-15도,예정농원3,차량등,일반신호등
3903,흥덕구,서촌동,523-15도,예정농원3,차량등,일반신호등
3904,흥덕구,서촌동,535-3도,예정농원3,보행등,일반신호등
3905,흥덕구,서촌동,532-1도,예정농원3,차량등,일반신호등
3906,흥덕구,서촌동,532-1도,예정농원3,차량등,일반신호등
3907,흥덕구,서촌동,532-1도,예정농원3,차량등,일반신호등
3908,흥덕구,서촌동,655-22 구,예정농원3,차량등,일반신호등
3909,흥덕구,서촌동,655-22 구,예정농원3,차량등,일반신호등
3910,흥덕구,서촌동,655-22 구,예정농원3,차량등,일반신호등
3911,흥덕구,서촌동,655-22 구,예정농원3,보행등,일반신호등
3912,흥덕구,지동동,61 도,큰못골3,차량등,일반신호등
3913,흥덕구,지동동,61 도,큰못골3,차량등,일반신호등
3914,흥덕구,지동동,52-5도,큰못골3,보행등,일반신호등
3915,흥덕구,지동동,51-1 도,큰못골3,보행등,일반신호등
3916,흥덕구,지동동,52-1도,큰못골3,차량등,일반신호등
3917,흥덕구,지동동,52-2도,큰못골3,차량등,일반신호등
3918,흥덕구,지동동,46-6 도,서청주IC3,차량등,일반신호등
3919,흥덕구,지동동,47-2도,서청주IC3,차량등,일반신호등
3920,흥덕구,지동동,47-2도,서청주IC3,차량등,일반신호등
3921,흥덕구,지동동,255-4 도,못골4,차량등,일반신호등
3922,흥덕구,지동동,255-4 도,못골4,차량등,일반신호등
3923,흥덕구,지동동,255-4 도,못골4,차량등,일반신호등
3924,흥덕구,지동동,283-3도,못골4,보행등,일반신호등
3925,흥덕구,지동동,283-3도,못골4,보행등,일반신호등
3926,흥덕구,지동동,283-4 도,못골4,차량등,일반신호등
3927,흥덕구,지동동,283-4 도,못골4,차량등,일반신호등
3928,흥덕구,지동동,283-4 도,못골4,차량등,일반신호등
3929,흥덕구,지동동,869도,지동입구3,보행등,일반신호등
3930,흥덕구,서촌동,555 도,지동입구3,차량등,일반신호등
3931,흥덕구,서촌동,555 도,지동입구3,차량등,일반신호등
3932,흥덕구,서촌동,555 도,지동입구3,보행등,일반신호등
3933,흥덕구,지동동,산102-6도,지동입구3,차량등,일반신호등
3934,흥덕구,지동동,산102-6도,지동입구3,차량등,일반신호등
3935,흥덕구,지동동,산102-6도,지동입구3,차량등,일반신호등
3936,흥덕구,서촌동,555 도,지동입구3,차량등,일반신호등
3937,흥덕구,신촌동,514제,,경보등,일반신호등
3938,흥덕구,신촌동,514제,,경보등,일반신호등
3939,흥덕구,신촌동,514제,,경보등,일반신호등
3940,흥덕구,신촌동,514제,,경보등,일반신호등
3941,흥덕구,신촌동,288-41도,옥산교4,차량등,일반신호등
3942,흥덕구,신촌동,288-41도,옥산교4,차량등,일반신호등
3943,흥덕구,신촌동,288-63도,옥산교4,차량등,일반신호등
3944,흥덕구,신촌동,496 도,옥산교4,차량등,일반신호등
3945,흥덕구,신촌동,288-73도,옥산교4,차량등,일반신호등
3946,흥덕구,신촌동,288-73도,옥산교4,보행등,일반신호등
3947,흥덕구,신촌동,496 도,옥산교4,보행등,일반신호등
3948,흥덕구,신촌동,288-41도,옥산교4,보행등,일반신호등
3949,흥덕구,신촌동,288-72도,옥산교4,보행등,일반신호등
3950,흥덕구,신촌동,496 도,옥산교4,차량등,일반신호등
3951,흥덕구,신촌동,288-73도,옥산교4,차량등,일반신호등
3952,흥덕구,신촌동,288-73도,옥산교4,차량등,일반신호등
3953,흥덕구,정봉동,산10-4임,성화철강3,차량등,일반신호등
3954,흥덕구,정봉동,산10-4임,성화철강3,차량등,일반신호등
3955,흥덕구,정봉동,산10-4임,성화철강3,차량등,일반신호등
3956,흥덕구,정봉동,산10-4임,성화철강3,차량등,일반신호등
3957,흥덕구,정봉동,산10-4임,성화철강3,차량등,일반신호등
3958,흥덕구,정봉동,105-8 도,성화철강3,차량등,일반신호등
3959,흥덕구,정봉동,산10-4임,성화철강3,차량등,일반신호등
3960,흥덕구,정봉동,산10-4임,성화철강3,차량등,일반신호등
3961,흥덕구,정봉동,105-5도,성화철강3,보행등,일반신호등
3962,흥덕구,정봉동,산11-1임,성화철강3,보행등,일반신호등
3963,흥덕구,정봉동,36-3 도,청주역4,보행등,일반신호등
3964,흥덕구,정봉동,36-3 도,청주역4,차량등,일반신호등
3965,흥덕구,정봉동,36-3 도,청주역4,보행등,일반신호등
3966,흥덕구,정봉동,37-14도,청주역4,차량등,일반신호등
3967,흥덕구,정봉동,37-14도,청주역4,차량등,일반신호등
3968,흥덕구,정봉동,37-16도,청주역4,차량등,일반신호등
3969,흥덕구,정봉동,37-16도,청주역4,보행등,일반신호등
3970,흥덕구,정봉동,36-3 도,청주역4,차량등,일반신호등
3971,흥덕구,정봉동,37-14도,청주역4,차량등,일반신호등
3972,흥덕구,정봉동,37-14도,청주역4,차량등,일반신호등
3973,흥덕구,정봉동,37-16도,청주역4,차량등,일반신호등
3974,흥덕구,정봉동,37-14도,청주역4,보행등,일반신호등
3975,흥덕구,정봉동,37-16도,청주역4,보행등,일반신호등
3976,흥덕구,정봉동,36-3 도,청주역4,차량등,일반신호등
3977,흥덕구,정봉동,52-3 도,성화철강3,차량등,일반신호등
3978,흥덕구,정봉동,52-3 도,성화철강3,차량등,일반신호등
3979,흥덕구,정봉동,603-9 도,성화철강3,차량등,일반신호등
3980,흥덕구,정봉동,62-2도,성화철강3,차량등,일반신호등
3981,흥덕구,정봉동,63-4 도,성화철강3,차량등,일반신호등
3982,흥덕구,정봉동,63-4 도,성화철강3,차량등,일반신호등
3983,서원구,성화동,231-13수,성화오류골3,보행등,일반신호등
3984,서원구,성화동,231-13수,성화오류골3,보행등,일반신호등
3985,서원구,성화동,230-2도,성화오류골3,보행등,일반신호등
3986,서원구,성화동,230-2도,성화오류골3,차량등,일반신호등
3987,서원구,성화동,230-2도,성화오류골3,차량등,일반신호등
3988,서원구,성화동,230-2도,성화오류골3,차량등,일반신호등
3989,서원구,성화동,230-2도,성화오류골3,차량등,일반신호등
3990,서원구,성화동,230-2도,성화오류골3,차량등,일반신호등
3991,서원구,성화동,230-2도,성화오류골3,보행등,일반신호등
3992,서원구,성화동,231-14전,성화오류골3,보행등,일반신호등
3993,서원구,성화동,230-2도,성화오류골3,보행등,일반신호등
3994,서원구,성화동,230-2도,성화오류골3,차량등,일반신호등
3995,서원구,성화동,230-2도,성화오류골3,차량등,일반신호등
3996,서원구,성화동,230-2도,성화오류골3,차량등,일반신호등
3997,서원구,남이면,10-2 도,가마교4,보행등,일반신호등
3998,서원구,남이면,10-2 도,가마교4,보행등,일반신호등
3999,서원구,남이면,11-15도,가마교4,보행등,일반신호등
4000,서원구,남이면,11-4도,가마교4,보행등,일반신호등
4001,서원구,남이면,11-17도,가마교4,보행등,일반신호등
4002,서원구,남이면,11-18도,가마교4,차량등,일반신호등
4003,서원구,남이면,11-18도,가마교4,차량등,일반신호등
4004,서원구,남이면,11-18도,가마교4,차량등,일반신호등
4005,서원구,남이면,11-4도,가마교4,보행등,일반신호등
4006,서원구,남이면,11-18도,가마교4,차량등,일반신호등
4007,서원구,남이면,11-18도,가마교4,차량등,일반신호등
4008,서원구,남이면,11-17도,가마교4,보행등,일반신호등
4009,서원구,남이면,12-7도,가마교4,보행등,일반신호등
4010,서원구,남이면,11-17도,가마교4,보행등,일반신호등
4011,서원구,남이면,11-14답,가마교4,보행등,일반신호등
4012,서원구,남이면,11-18도,가마교4,차량등,일반신호등
4013,서원구,남이면,11-14답,가마교4,보행등,일반신호등
4014,서원구,남이면,11-18도,가마교4,차량등,일반신호등
4015,서원구,남이면,11-18도,가마교4,차량등,일반신호등
4016,서원구,남이면,11-18도,가마교4,차량등,일반신호등
4017,서원구,남이면,11-18도,가마교4,차량등,일반신호등
4018,서원구,남이면,11-13수,가마교4,보행등,일반신호등
4019,서원구,남이면,산46-24수,,경보등,일반신호등
4020,서원구,남이면,산 26-1 도,미평고입구3,보행등,일반신호등
4021,서원구,남이면,235-2도,미평고입구3,차량등,일반신호등
4022,서원구,남이면,146-8도,미평고입구3,차량등,일반신호등
4023,서원구,남이면,146-9 도,미평고입구3,차량등,일반신호등
4024,서원구,남이면,146-9 도,미평고입구3,보행등,일반신호등
4025,서원구,남이면,146-9 도,미평고입구3,차량등,일반신호등
4026,서원구,남이면,146-9 도,미평고입구3,차량등,일반신호등
4027,서원구,남이면,146-9 도,미평고입구3,차량등,일반신호등
4028,서원구,남이면,249-2 도,미평SK충전소4,차량등,일반신호등
4029,서원구,남이면,249-2 도,미평SK충전소4,차량등,일반신호등
4030,서원구,남이면,249-2 도,미평SK충전소4,차량등,일반신호등
4031,서원구,남이면,249-2 도,미평SK충전소4,차량등,일반신호등
4032,서원구,남이면,249-2 도,미평SK충전소4,차량등,일반신호등
4033,서원구,미평동,317-5도,미평SK충전소4,보행등,일반신호등
4034,서원구,미평동,317-5도,미평SK충전소4,차량등,일반신호등
4035,서원구,미평동,317-5도,미평SK충전소4,차량등,일반신호등
4036,서원구,미평동,317-5도,미평SK충전소4,차량등,일반신호등
4037,서원구,미평동,317-5도,미평SK충전소4,차량등,일반신호등
4038,서원구,미평동,317-5도,미평SK충전소4,차량등,일반신호등
4039,서원구,미평동,313-2 도,미평SK충전소4,보행등,일반신호등
4040,서원구,수곡동,1032도,산남세원아파트4,보행등,일반신호등
4041,서원구,산남동,산22-98도,산남4,차량등,일반신호등
4042,서원구,산남동,산22-98도,산남4,차량등,일반신호등
4043,서원구,산남동,산22-98도,산남4,보행등,일반신호등
4044,서원구,산남동,산22-98도,산남4,차량등,일반신호등
4045,서원구,산남동,산22-98도,산남4,차량등,일반신호등
4046,서원구,산남동,335-2o,산남4,보행등,일반신호등
4047,서원구,산남동,337도,산남4,보행등,일반신호등
4048,서원구,산남동,산22-98도,산남4,차량등,일반신호등
4049,서원구,산남동,산22-98도,산남4,차량등,일반신호등
4050,서원구,수곡동,1046도,산남세원아파트4,차량등,일반신호등
4051,서원구,수곡동,1046도,산남세원아파트4,차량등,일반신호등
4052,서원구,수곡동,1046도,산남세원아파트4,차량등,일반신호등
4053,서원구,수곡동,1032도,산남세원아파트4,차량등,일반신호등
4054,서원구,수곡동,1046도,산남세원아파트4,보행등,일반신호등
4055,서원구,수곡동,1032도,산남세원아파트4,보행등,일반신호등
4056,서원구,수곡동,1046도,산남세원아파트4,보행등,일반신호등
4057,서원구,수곡동,1054도,산남세원아파트4,차량등,일반신호등
4058,서원구,수곡동,1054도,산남세원아파트4,차량등,일반신호등
4059,서원구,수곡동,1054도,산남세원아파트4,보행등,일반신호등
4060,서원구,수곡동,1032도,산남세원아파트4,차량등,일반신호등
4061,서원구,수곡동,1046도,산남세원아파트4,보행등,일반신호등
4062,서원구,수곡동,1054도,산남세원아파트4,보행등,일반신호등
4063,서원구,성화동,641 도,성화4,차량등,일반신호등
4064,서원구,개신동,738 도,성화4,차량등,일반신호등
4065,서원구,개신동,738 도,성화4,차량등,일반신호등
4066,서원구,개신동,738 도,성화4,차량등,일반신호등
4067,서원구,성화동,385-1도,성화4,차량등,일반신호등
4068,서원구,성화동,641 도,성화4,차량등,일반신호등
4069,서원구,성화동,641 도,성화4,차량등,일반신호등
4070,서원구,개신동,738 도,성화4,보행등,일반신호등
4071,서원구,개신동,731도,성화4,보행등,일반신호등
4072,서원구,개신동,731도,개신뜨란체아파트3,보행등,일반신호등
4073,서원구,개신동,731도,개신뜨란체아파트3,보행등,일반신호등
4074,서원구,개신동,731도,개신뜨란체아파트3,보행등,일반신호등
4075,서원구,개신동,735도,개신뜨란체아파트3,보행등,일반신호등
4076,서원구,개신동,731도,개신뜨란체아파트3,차량등,일반신호등
4077,서원구,개신동,731도,개신뜨란체아파트3,차량등,일반신호등
4078,서원구,개신동,731도,개신뜨란체아파트3,차량등,일반신호등
4079,서원구,개신동,731도,개신뜨란체아파트3,차량등,일반신호등
4080,서원구,개신동,731도,개신뜨란체아파트3,차량등,일반신호등
4081,서원구,개신동,731도,개신뜨란체아파트3,차량등,일반신호등
4082,서원구,개신동,731도,개신뜨란체아파트3,차량등,일반신호등
4083,서원구,개신동,731도,개신뜨란체아파트3,차량등,일반신호등
4084,서원구,성화동,641 도,성화4,보행등,일반신호등
4085,서원구,성화동,37-20도,성화4,차량등,일반신호등
4086,서원구,개신동,731도,개신주공1단지3,차량등,일반신호등
4087,서원구,개신동,730도,개신주공1단지3,보행등,일반신호등
4088,서원구,개신동,731도,개신주공1단지3,보행등,일반신호등
4089,서원구,개신동,731도,개신주공1단지3,보행등,일반신호등
4090,서원구,개신동,731도,개신주공1단지3,차량등,일반신호등
4091,서원구,개신동,731도,개신주공1단지3,차량등,일반신호등
4092,서원구,개신동,731도,개신주공1단지3,차량등,일반신호등
4093,서원구,개신동,731도,개신주공1단지3,차량등,일반신호등
4094,서원구,개신동,731도,개신주공1단지3,보행등,일반신호등
4095,서원구,개신동,731도,개신주공1단지3,차량등,일반신호등
4096,서원구,개신동,731도,개신주공1단지3,차량등,일반신호등
4097,서원구,개신동,731도,개신주공1단지3,차량등,일반신호등
4098,서원구,개신동,738 도,개신초교4,보행등,일반신호등
4099,서원구,개신동,738 도,개신초교4,차량등,일반신호등
4100,서원구,개신동,738 도,개신초교4,차량등,일반신호등
4101,서원구,개신동,738 도,개신초교4,보행등,일반신호등
4102,서원구,성화동,1039 도,개신초교4,차량등,일반신호등
4103,서원구,개신동,738 도,개신초교4,차량등,일반신호등
4104,서원구,개신동,738 도,개신초교4,차량등,일반신호등
4105,서원구,성화동,1039 도,개신초교4,차량등,일반신호등
4106,서원구,성화동,1039 도,개신초교4,차량등,일반신호등
4107,서원구,산남동,313-3 도,산남CJB미디어센터3,차량등,일반신호등
4108,서원구,산남동,313-3 도,산남CJB미디어센터3,차량등,일반신호등
4109,서원구,산남동,313-3 도,산남CJB미디어센터3,보행등,일반신호등
4110,서원구,수곡동,1032도,산남CJB미디어센터3,경보등,일반신호등
4111,서원구,수곡동,1032도,산남CJB미디어센터3,보행등,일반신호등
4112,서원구,산남동,313-3 도,산남CJB미디어센터3,차량등,일반신호등
4113,서원구,산남동,313-3 도,산남CJB미디어센터3,보행등,일반신호등
4114,서원구,산남동,313-3 도,산남CJB미디어센터3,보행등,일반신호등
4115,서원구,산남동,313-3 도,산남CJB미디어센터3,차량등,일반신호등
4116,서원구,산남동,313-3 도,산남CJB미디어센터3,차량등,일반신호등
4117,서원구,산남동,313-3 도,산남CJB미디어센터3,경보등,일반신호등
4118,서원구,산남동,313-3 도,산남CJB미디어센터3,차량등,일반신호등
4119,서원구,산남동,313-3 도,산남CJB미디어센터3,차량등,일반신호등
4120,서원구,산남동,313-3 도,산남CJB미디어센터3,차량등,일반신호등
4121,서원구,수곡동,1032도,수곡초교4,차량등,안전신호등
4122,서원구,수곡동,1032도,수곡초교4,차량등,안전신호등
4123,서원구,수곡동,1032도,수곡초교4,차량등,안전신호등
4124,서원구,수곡동,1032도,수곡초교4,차량등,안전신호등
4125,서원구,개신동,12-6 도,충대장례식장3,보행등,일반신호등
4126,서원구,개신동,12-6 도,충대장례식장3,보행등,일반신호등
4127,서원구,개신동,12-6 도,충대장례식장3,차량등,일반신호등
4128,서원구,개신동,12-6 도,충대장례식장3,차량등,일반신호등
4129,서원구,개신동,12-6 도,충대장례식장3,차량등,일반신호등
4130,서원구,개신동,12-6 도,충대장례식장3,차량등,일반신호등
4131,서원구,개신동,12-6 도,충대장례식장3,차량등,일반신호등
4132,서원구,성화동,434 공,개신그린주유소4,보행등,일반신호등
4133,서원구,개신동,80-7 도,개신그린주유소4,보행등,일반신호등
4134,서원구,남이면,15-8 도,,경보등,일반신호등
4135,서원구,남이면,33-2도,미평패션타운3,보행등,일반신호등
4136,서원구,미평동,108-1 도,이마트3,차량등,일반신호등
4137,서원구,미평동,123-13 도,이마트3,차량등,일반신호등
4138,서원구,미평동,108-1 도,이마트3,차량등,일반신호등
4139,서원구,미평동,108-1 도,이마트3,차량등,일반신호등
4140,서원구,미평동,108-1 도,이마트3,차량등,일반신호등
4141,서원구,미평동,108-1 도,이마트3,차량등,일반신호등
4142,서원구,미평동,108-1 도,이마트3,차량등,일반신호등
4143,서원구,미평동,108-1 도,이마트3,보행등,일반신호등
4144,서원구,미평동,122-5 도,이마트3,보행등,일반신호등
4145,서원구,남이면,1-3도,미평패션타운3,차량등,일반신호등
4146,서원구,남이면,1-3도,미평패션타운3,차량등,일반신호등
4147,서원구,남이면,1-3도,미평패션타운3,차량등,일반신호등
4148,서원구,남이면,2-5 도,미평패션타운3,차량등,일반신호등
4149,서원구,남이면,2-5 도,미평패션타운3,차량등,일반신호등
4150,서원구,남이면,363도,미평패션타운3,차량등,일반신호등
4151,서원구,남이면,33-1도,미평패션타운3,차량등,일반신호등
4152,서원구,남이면,2-5 도,미평패션타운3,보행등,일반신호등
4153,서원구,남이면,1-3도,미평패션타운3,차량등,일반신호등
4154,서원구,남이면,33-1도,미평패션타운3,차량등,일반신호등
4155,서원구,미평동,108-1 도,이마트3,차량등,일반신호등
4156,서원구,산남동,274-2 도,산남2사거리,차량등,일반신호등
