순번,행정구역(구),행정구역(동),지번,교차로,구분,용도
6119,흥덕구,봉명동,2912도,신봉두진메인빌4,보행등,일반신호등
6120,흥덕구,봉명동,2908도,공단공업사4,차량등,일반신호등
6121,흥덕구,봉명동,2908도,공단공업사4,차량등,일반신호등
6122,흥덕구,봉명동,2908도,공단공업사4,차량등,일반신호등
6123,흥덕구,봉명동,2908도,공단공업사4,보행등,일반신호등
6124,흥덕구,봉명동,2908도,공단공업사4,보행등,일반신호등
6125,흥덕구,봉명동,20-2도,공단공업사4,차량등,일반신호등
6126,흥덕구,봉명동,20-2도,공단공업사4,차량등,일반신호등
6127,흥덕구,봉명동,20-2도,공단공업사4,차량등,일반신호등
6128,흥덕구,봉명동,20-2도,공단공업사4,보행등,일반신호등
6129,흥덕구,봉명동,20-2도,공단공업사4,보행등,일반신호등
6130,흥덕구,봉명동,20-2도,공단공업사4,차량등,일반신호등
6131,흥덕구,봉명동,20-2도,공단공업사4,차량등,일반신호등
6132,흥덕구,봉명동,20-2도,공단공업사4,차량등,일반신호등
6133,흥덕구,봉명동,20-2도,공단공업사4,보행등,일반신호등
6134,흥덕구,봉명동,20-2도,공단공업사4,보행등,일반신호등
6135,흥덕구,신봉동,530도,,경보등,일반신호등
6136,흥덕구,신봉동,530도,,경보등,일반신호등
6137,서원구,사직동,893도,,경보등,일반신호등
6138,서원구,사직동,893도,,경보등,일반신호등
6139,서원구,사직동,893도,,경보등,일반신호등
6140,서원구,사직동,893도,,경보등,일반신호등
6141,서원구,사창동,397도,,경보등,일반신호등
6142,서원구,사창동,397도,,경보등,일반신호등
6143,서원구,사창동,369-59도,,경보등,일반신호등
6144,서원구,사창동,369-59도,,경보등,일반신호등
6145,흥덕구,봉명동,2933도,신봉두진메인빌4,보행등,일반신호등
6146,흥덕구,봉명동,2908도,신봉두진메인빌4,차량등,일반신호등
6147,흥덕구,봉명동,2933도,신봉두진메인빌4,차량등,일반신호등
6148,흥덕구,봉명동,2908도,신봉두진메인빌4,차량등,일반신호등
6149,흥덕구,봉명동,2933도,신봉두진메인빌4,보행등,일반신호등
6150,흥덕구,봉명동,2912도,신봉두진메인빌4,차량등,일반신호등
6151,흥덕구,봉명동,2912도,신봉두진메인빌4,차량등,일반신호등
6152,흥덕구,봉명동,2908도,신봉두진메인빌4,보행등,일반신호등
6153,흥덕구,봉명동,2908도,신봉두진메인빌4,차량등,일반신호등
6154,흥덕구,봉명동,2908도,신봉두진메인빌4,차량등,일반신호등
6155,흥덕구,봉명동,2908도,신봉두진메인빌4,차량등,일반신호등
6156,흥덕구,봉명동,2908도,신봉두진메인빌4,보행등,일반신호등
6157,흥덕구,봉명동,2898도,신봉두진메인빌4,보행등,일반신호등
6158,흥덕구,봉명동,2898도,신봉두진메인빌4,차량등,일반신호등
6159,흥덕구,봉명동,2898도,신봉두진메인빌4,차량등,일반신호등
6160,흥덕구,봉명동,2898도,신봉두진메인빌4,차량등,일반신호등
6161,흥덕구,봉명동,2898도,신봉두진메인빌4,보행등,일반신호등
6162,흥덕구,봉명동,2898도,신봉지구3번4,차량등,일반신호등
6163,흥덕구,봉명동,2898도,신봉지구3번4,차량등,일반신호등
6164,흥덕구,봉명동,2898도,신봉지구3번4,차량등,일반신호등
6165,흥덕구,봉명동,2898도,신봉지구3번4,보행등,일반신호등
6166,흥덕구,봉명동,2898도,신봉지구3번4,보행등,일반신호등
6167,흥덕구,봉명동,2898도,신봉지구3번4,차량등,일반신호등
6168,흥덕구,봉명동,2898도,신봉지구3번4,차량등,일반신호등
6169,흥덕구,봉명동,2898도,신봉지구3번4,차량등,일반신호등
6170,흥덕구,봉명동,2898도,신봉지구3번4,보행등,일반신호등
6171,흥덕구,봉명동,2898도,신봉지구3번4,보행등,일반신호등
6172,흥덕구,봉명동,2898도,신봉지구3번4,차량등,일반신호등
6173,흥덕구,봉명동,2898도,신봉지구3번4,차량등,일반신호등
6174,흥덕구,봉명동,2898도,신봉지구3번4,차량등,일반신호등
6175,흥덕구,봉명동,2898도,신봉지구3번4,보행등,일반신호등
6176,흥덕구,봉명동,2899도,신봉지구3번4,보행등,일반신호등
6177,흥덕구,봉명동,2899도,신봉지구3번4,차량등,일반신호등
6178,흥덕구,봉명동,2899도,신봉지구3번4,차량등,일반신호등
6179,흥덕구,봉명동,2899도,신봉지구3번4,차량등,일반신호등
6180,흥덕구,봉명동,2899도,신봉지구3번4,보행등,일반신호등
6181,흥덕구,봉명동,2898도,신봉지구3번4,보행등,일반신호등
6182,흥덕구,봉명동,20-2도,공단공업사4,차량등,일반신호등
6183,흥덕구,봉명동,20-2도,공단공업사4,차량등,일반신호등
6184,흥덕구,봉명동,20-2도,공단공업사4,차량등,일반신호등
6185,흥덕구,봉명동,20-2도,공단공업사4,보행등,일반신호등
6186,흥덕구,봉명동,20-2도,공단공업사4,보행등,일반신호등
